description,images,link,price,thumbnail,title
"Description 
	
	 Etain is firmly established as one of Hermes great neutral colours.  It’s a really versatile shade of grey which has a slight brown undertone and is great for all year round wear with any outfit. 
 Hermes Colour :   Etain 
Hermes Colour Code:  2 
Colour Group:  Grey/Neutral 
Leather:  Togo 
Hardware:  Gold 
Condition:  Brand   New  
Dimensions:  25cm x 20cm x 13cm  (W/H/D) 
Accessories:  All  
Receipt:  Yes  
 Lilac Blue London ships and hand carries authentic Hermes Birkin and Kelly bags every week across Europe, the US, Asia and the Middle East. 
 Please call on +44 845 224 8876 or email info@lilacblue.com for more information. And please be aware that if this is your first time shopping with Lilac Blue London, payment needs to be by bank transfer or by card in the Lilac Blue London showroom. 
 Please note this bag is in Europe and subject to 20% import duty if delivery is in the UK. Alternatively it can be exported to you if you are resident outside the UK, or collected from our Dublin or Palma office. (TFH) 
 Look after your Hermes Birkin with a Lilac Blue London  Bag Pillow",,https://lilacblue.com/product/hermes-birkin-25cm-etain-togo-ghw/,"£24,750.00",https://lilacblue.com/wp-content/uploads/2019/12/25cm-Etain-Birkin-in-Togo-with-Gold-hardware.jpg,"
		Hermes Birkin 25cm Etain Togo GHW	"
"Description 
	
	 A class black Mini Constance with a twist – the Palladium hardware is inlaid with Lizard.   The Constance was one of the first ever handbag designs from Hermes, making its debut in 1959.  This mini size makes a great little evening bag. 
 Hermes Colour :   Black 
Hermes Colour Code:  89 
Colour Group:  Black/Neutral 
Leather:  Monsieur 
Hardware:  Lizard with Palladium 
Stamp:  Z 
Condition:  Brand   New  
Dimensions:  18cm x 15cm x 6cm  (W/H/D) 
Accessories:   All 
Receipt:   Yes 
 Lilac Blue London ships and hand carries authentic Hermes Birkin and Kelly bags every week across Europe, the US, Asia and the Middle East. 
 Please call on  +44 845 224 8876  or email info@lilacblue.com for more information. And please be aware that if this is your first time shopping with Lilac Blue London, payment needs to be by bank transfer or by card in the Lilac Blue London showroom. 
 Please note this bag is in Europe and subject to 20% import duty if delivery is in the UK. Alternatively it can be exported to you if you are are resident outside the UK, or collected from our Dublin or Palma office. 
 Image courtesy of Fashionphile",,https://lilacblue.com/product/hermes-constance-18cm-black-monsieur-lizard-phw/,"£15,250.00",https://lilacblue.com/wp-content/uploads/2021/05/18cm-Black-Constance-in-Monsieur-with-Lizard-Palladium-hardware.jpg,"
		Hermes Constance 18cm Black Monsieur Lizard & PHW	"
"Description 
	
	 Hermes Colour :   Cuivre 
Hermes Colour Code:  6C 
Colour Group:  Brown 
Leather:  Togo 
Hardware:  Gold 
Stamp:  U 
Condition:  Brand   New  
Dimensions:  25cm x 20cm x 13cm  (W/H/D) 
Accessories:  All  
Receipt:  Yes  
 Lilac Blue London ships and hand carries authentic Hermes Birkin and Kelly bags every week across Europe, the US, Asia and the Middle East. 
 Please call on +44 845 224 8876 or email info@lilacblue.com for more information. And please be aware that if this is your first time shopping with Lilac Blue London, payment needs to be by bank transfer or by card in the Lilac Blue London showroom. 
 Please note this bag is in Europe and subject to 20% import duty if delivery is in the UK. Alternatively it can be exported to you if you are resident outside the UK, or collected from our Dublin or Palma office. (S/F) 
 Look after your Hermes Birkin with a Lilac Blue London  Bag Pillow 
 Image courtesy of Jane Finds",,https://lilacblue.com/product/hermes-birkin-25cm-cuivre-togo-ghw/,"£22,000.00",https://lilacblue.com/wp-content/uploads/2022/05/25cm-Cuivre-Birkin-in-Togo-with-Gold-hardware-r.jpg,"
		Hermes Birkin 25cm Cuivre Togo GHW	"
"Description 
	
	 Hermes Colour :   Chai 
Hermes Colour Code:  0M 
Colour Group:  Neutral 
Leather:  Togo 
Hardware:  Gold 
Stamp: 
Condition:  Brand   New  
Dimensions:  25cm x 20cm x 13cm  (W/H/D) 
Accessories:  All  
Receipt:  Yes  
 Hermes Birkin 25cm Chai in Togo with Gold hardware Watch this video on YouTube 
 Lilac Blue London ships and hand carries authentic Hermes Birkin and Kelly bags every week across Europe, the US, Asia and the Middle East. 
 Please call on +44 845 224 8876 or email info@lilacblue.com for more information. And please be aware that if this is your first time shopping with Lilac Blue London, payment needs to be by bank transfer or by card in the Lilac Blue London showroom. 
 Please note this bag is in Europe and subject to 20% import duty if delivery is in the UK. Alternatively it can be exported to you if you are resident outside the UK, or collected from our Dublin or Palma office. (K)",,https://lilacblue.com/product/hermes-birkin-25cm-chai-togo-ghw/,"£22,500.00",https://lilacblue.com/wp-content/uploads/2022/10/25cm-Chai-Birkin-in-Togo-with-gold-hardware.jpg,"
		Hermes Birkin 25cm Chai Togo GHW	"
"Description 
	
	 Hermes Colour :   Black 
Hermes Colour Code:  89 
Colour Group:  Black/Neutral 
Leather:  Epsom 
Hardware:  Gold 
Stamp:  U 
Condition:  Brand   New  
Dimensions:  18cm x 15cm x 6cm  (W/H/D) 
Accessories:   All 
Receipt:   Yes 
 Lilac Blue London ships and hand carries authentic Hermes Birkin and Kelly bags every week across Europe, the US, Asia and the Middle East. 
 Please call on  +44 845 224 8876  or email info@lilacblue.com for more information. And please be aware that if this is your first time shopping with Lilac Blue London, payment needs to be by bank transfer or by card in the Lilac Blue London showroom. 
 Please note this bag is in Europe and subject to 20% import duty if delivery is in the UK. Alternatively it can be exported to you if you are are resident outside the UK, or collected from our Dublin or Palma office.",,https://lilacblue.com/product/hermes-constance-18cm-black-epsom-ghw/,,https://lilacblue.com/wp-content/uploads/2017/12/18cm-Black-Mini-Constance-in-Epsom-with-Gold.jpg,"
		Hermes Constance 18cm Black Epsom GHW	"
"Description 
	
	 This unusual Special Edition Constance is a result of a collaboration with illustrator Nigel Peak who is an architect by training.   We think it’s absolutely amazing – imprinted onto the leather, at first glance you don’t really see the design but on closer inspection you can clearly see the geometric and architectural details.  Full measurements: In  Sombrero leather  with  Black Hardware . Full measurements are: 18cm x 15cm x 6cm. Colour code 89. 
 Lilac Blue London ships and hand carries authentic Hermes Birkin and Kelly bags every week across Europe, the US, Asia and the Middle East. 
 Please call on +44 845 224 8876 or email info@lilacblue.com for more information. And please be aware that if this is your first time shopping with Lilac Blue London, payment needs to be by bank transfer or by card in the Lilac Blue London office.",,https://lilacblue.com/product/hermes-constance-18cm-black-imprime-sombrero-black-hardware/,,https://lilacblue.com/wp-content/uploads/2017/05/18cm-Black-Mini-Constance-Imprime.jpg,"
		Hermes Constance 18cm Black “Imprime” Sombrero Black Hardware	"
"Description 
	
	 Smaller size bags are currently very much in demand and this cute Mini Bolide fits the bill perfectly. It has all the same features as the much larger Bolide but scaled down to a neat but still practical size. 
 Colour :   Black 
Colour Code:  89 
Leather:  Chevre 
Hardware:  Palladium 
Stamp: 
Condition:  Brand New 
Dimensions:  20.5cm x 15cm x 8cm  (W/H/D) 
Accessories:  All 
Receipt:  Yes 
 Lilac Blue London ships and hand carries authentic Hermes Birkin and Kelly bags every week across Europe, the US, Asia and the Middle East. 
 Please call on +44 845 224 8876 or email info@lilacblue.com for more information. And please be aware that if this is your first time shopping with Lilac Blue London, payment needs to be by bank transfer or by card in the Lilac Blue London showroom.",,https://lilacblue.com/product/hermes-mini-bolide-22cm-black-chevre-phw/,,https://lilacblue.com/wp-content/uploads/2017/12/Black-Mini-Bolide-in-Chevre-with-palladium-hardware.jpg,"
		Hermes Mini Bolide 22cm Black Chevre PHW	"
"Description 
	
	 Adapted from the original 1959 Constance design, this scaled down version is a great little bag for evening wear, and in this vivid Bamboo is perfect for brightening up any occasion. 
 Colour :   Bamboo 
Colour Code:  1K 
Leather:  Swift 
Hardware:  Palladium 
Stamp:  R 
Condition:  Brand   New  
Dimensions:  18cm x 15cm x 6cm  (W/H/D) 
Accessories:  All  
Receipt:  Yes 
 Lilac Blue London ships and hand carries authentic Hermes Birkin and Kelly bags every week across Europe, the US, Asia and the Middle East. 
 Please call on +44 845 224 8876 or email info@lilacblue.com for more information. And please be aware that if this is your first time shopping with Lilac Blue London, payment needs to be by bank transfer or by card in the Lilac Blue London showroom.",,https://lilacblue.com/product/hermes-constance-18cm-bamboo-constance-swift-phw/,,https://lilacblue.com/wp-content/uploads/2014/10/Bamboo-Mini-Constance-in-Swift-Leather-with-Palladium-600.jpg,"
		Hermes Constance 18cm Bamboo Swift PHW	"
"Description 
	
	 The Evelyne is a great choice if you prefer a more relaxed Hermes bag – it’s a surprisingly roomy and has the distinctive “H” logo in perforated leather and an adjustable strap. 
 Hermes Colour :   Bleu Nuit 
Hermes Colour Code:  2Z 
Colour Group:  Blue 
Leather:  Clemence 
Hardware:  Gold 
Stamp:  Y 
Condition:  New, very slightly used 
Dimensions:  29cm x 30cm x 8cm  (W/H/D) 
Accessories:  Dustbag 
Receipt:  Yes  
 Lilac Blue London ships and hand carries authentic Hermes Birkin and Kelly bags every week across Europe, the US, Asia and the Middle East. 
 Please call on +44 845 224 8876 or email info@lilacblue.com for more information. And please be aware that if this is your first time shopping with Lilac Blue London, payment needs to be by bank transfer or by card in the Lilac Blue London showroom. 
 Hermes Evelyne in Bleu Nuit Clemence leather with Gold hardware Watch this video on YouTube",,https://lilacblue.com/product/hermes-evelyne-29cm-bleu-nuit-clemence-ghw/,,https://lilacblue.com/wp-content/uploads/2021/10/29cm-Bleu-Nuit-Evelyne-III-in-Clemence-with-Gold-hardware-.jpg,"
		Hermes Evelyne 29cm Bleu Nuit Clemence GHW – As New	"
"Description 
	
	 Hermes Colour:  Rouge H  
Hermes Colour Code:  S3 
Colour Group:  Red 
Leather:  Swift 
Hardware:  Gold 
Condition:  Brand New 
Dimensions:  20cm x 12.5cm x 9.5cm  (W/H/D) 
Accessories:  All 
Receipt:  Yes  
 Lilac Blue London ships and hand carries authentic Hermes Birkin and Kelly bags every week across Europe, the US, Asia and the Middle East. 
 Please call on +44 845 224 8876 or email info@lilacblue.com for more information. And please be aware that if this is your first time shopping with Lilac Blue London, payment needs to be by bank transfer or by card in the Lilac Blue London showroom. 
 This bag is in the UK and is sold in the UK inclusive of all tax. VAT cannot be reclaimed. The bag can be exported with complimentary shipping but may be subject to import duty in the country of destination. (HJK)",,https://lilacblue.com/product/hermes-lindy-20cm-rouge-h-swift-ghw/,"£11,000.00",https://lilacblue.com/wp-content/uploads/2023/02/20cm-Rouge-H-Mini-Lindy-in-Swift-with-Gold-hardware-b.jpg,"
		Hermes Lindy 20cm Rouge H Swift GHW	"
"Description 
	
	 The Evelyne is a great choice if you prefer a more relaxed Hermes bag – it’s a surprisingly roomy even in this smaller 16cm size and can be worn as a shoulder bag or cross body. 
 Colour :   Black 
Colour Code:  89 
Leather:  Clemence 
Hardware:  Palladium 
Stamp:  U 
Condition:  Brand   New  
Dimensions:  16cm x 18cm x 9cm  (W/H/D) 
Accessories:  All  
Receipt:  Yes (original) 
 Lilac Blue London ships and hand carries authentic Hermes Birkin and Kelly bags every week across Europe, the US, Asia and the Middle East. 
 Please call on +44 845 224 8876 or email info@lilacblue.com for more information. And please be aware that if this is your first time shopping with Lilac Blue London, payment needs to be by bank transfer or by card in the Lilac Blue London showroom. 
 This bag is in the UK and is sold in the UK inclusive of all tax. VAT cannot be reclaimed. The bag can be exported with complimentary shipping but may be subject to import duty in the country of destination.",,https://lilacblue.com/product/hermes-evelyne-16cm-black-mini-clemence-phw-2/,,https://lilacblue.com/wp-content/uploads/2022/08/16cm-Black-Mini-Evelyne-in-Clemence-with-Palladium-hardware.jpg,"
		Hermes Evelyne 16cm Black Mini Clemence PHW	"
"Description 
	
	 The Evelyne is a great choice if you prefer a more relaxed Hermes bag – it’s a surprisingly roomy and has the distinctive “H” logo in perforated leather and an adjustable strap. 
 Hermes Colour :   Black 
Hermes Colour Code:  89 
Colour Group:  Black/Neutral 
Leather:  Clemence 
Hardware:  Palladium 
Stamp:  A 
Condition:  As New 
Dimensions:  33cm x 31cm x 8cm  (W/H/D) (approx) 
Accessories:  All 
Receipt:  Copy 
 Lilac Blue London ships and hand carries authentic Hermes Birkin and Kelly bags every week across Europe, the US, Asia and the Middle East. 
 Please call on +44 845 224 8876 or email info@lilacblue.com for more information. And please be aware that if this is your first time shopping with Lilac Blue London, payment needs to be by bank transfer or by card in the Lilac Blue London showroom.",,https://lilacblue.com/product/hermes-evelyne-33cm-black-clemence-phw-as-new/,,https://lilacblue.com/wp-content/uploads/2022/05/33cm-Black-Evelyne-in-Clemence-with-Palladium-hardware-PL.jpg,"
		Hermes Evelyne 33cm Black Clemence PHW – As New	"
"Description 
	
	 The Herbag was re-issued in 2009 in an improved version called the “Herbag Zip” featuring an outside pochette on the back that is zipped onto the main canvas bag.   Even in this smallest sized 31cm bag there’s plenty of room inside and with both a handle and shoulder strap it’s easy to carry either in the hand or over your shoulder.  The resemblance to the Kelly is underlined with the use of the iconic Kelly lock closure. 
 Hermes Colour : Orange 
Hermes Colour Code:  37 
Colour Group:  Orange 
Leather:  Swift/Toile 
Hardware:  Palladium 
Stamp:  U 
Condition:  Brand   New  
Dimensions:  31cm x 25cm x 10cm  (W/H/D) 
Accessories:  Yes 
Receipt:  Yes (retail) 
 Lilac Blue London ships and hand carries authentic Hermes bags every week across Europe, the US, Asia and the Middle East. 
 Please call on +44 845 224 8876 or email info@lilacblue.com for more information. And please be aware that if this is your first time shopping with Lilac Blue London, payment needs to be by bank transfer or by card in the Lilac Blue London office. 
 This bag is in the UK and is sold in the UK inclusive of all tax. VAT cannot be reclaimed. The bag can be exported with complimentary shipping but may be subject to import duty in the country of destination. (LS)",,https://lilacblue.com/product/hermes-herbag-31cm-orange-swift-toile-phw/,"£5,000.00",https://lilacblue.com/wp-content/uploads/2022/12/31cm-Orange-Herbag-in-Swift-Toile-with-Palladium-hardware.jpg,"
		Hermes Herbag 31cm Orange Swift/Toile PHW	"
"Description 
	
	 The Herbag was re-issued in 2009 in an improved version called the “Herbag Zip” featuring an outside pochette on the back that is zipped onto the main canvas bag.   Even in this smallest sized 31cm bag there’s plenty of room inside and with both a handle and shoulder strap it’s easy to carry either in the hand or over your shoulder.  The resemblance to the Kelly is underlined with the use of the iconic Kelly lock closure. 
 Hermes Colours : Rouge Sellier/Trench/Bleu Tempete 
Hermes Colour Code:  0G/S2/N7 
Colour Group:  Red/Natural 
Leather:  Vache Hunter/Toile H 
Hardware:  Gold 
Stamp:  U 
Condition:  Brand   New  
Dimensions:  31cm x 25cm x 10cm  (W/H/D) 
Accessories:  Yes 
Receipt:  Yes 
 Lilac Blue London ships and hand carries authentic Hermes bags every week across Europe, the US, Asia and the Middle East. 
 This bag is in the UK and is sold in the UK inclusive of all tax. VAT cannot be reclaimed. The bag can be exported with complimentary shipping but may be subject to import duty in the country of destination. (NB) 
 Please call on +44 845 224 8876 or email info@lilacblue.com for more information. And please be aware that if this is your first time shopping with Lilac Blue London, payment needs to be by bank transfer or by card in the Lilac Blue London office.",,https://lilacblue.com/product/hermes-herbag-31cm-rouge-sellier-trench-bleu-tempete-verso-vache-hunter-toile-h-ghw/,"£5,000.00",https://lilacblue.com/wp-content/uploads/2022/06/31cm-Rouge-Sellier-Trench-Bleu-Tempete-Verso-Herbag-in-Hunter-Officier-Canvas-with-Gold-hardware.jpg,"
		Hermes Herbag 31cm Rouge Sellier/Trench/Bleu Tempete Verso Hunter/Toile H GHW	"
